ID	LONGITUDE	LATITUDE	STREET	SUBURB	RESTRICTIONS	RESTRICTED_DAYS_AND_TIMES
2178	153.0015012	-27.48164018	VICTORIA STREET	WEST END	Loading Zone	
2179	152.9920745	-27.48671521	EBOR STREET	TOOWONG	Loading Zone	
2180	153.0293209	-27.46479001	WHARF STREET	BRISBANE CITY	Loading Zone	  -   ALL OTHER TIMES
2181	153.0083323	-27.49703258	HOOD STREET	ST LUCIA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2182	153.0334125	-27.45728282	BRUNSWICK STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
2183	153.0312722	-27.45261543	ANDERSON STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2184	153.0080712	-27.49698685	HOOD STREET	ST LUCIA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2185	153.0618776	-27.40093426	STATION STREET	NUNDAH	Loading Zone Passengers 2 Min. Max	
2186	153.0219602	-27.55137021	FAIRLIE TERRACE	SALISBURY	Loading Zone Passengers 2 Min. Max	 2pm -  4pm SCHOOLDAYS
2187	153.0650892	-27.43335702	BEATRICE TERRACE	ASCOT	Loading Zone Passengers 2 Min. Max	 8am -  5pm MON-FRI 8am -  12noon SAT
2188	152.996504	-27.41975115	PICKERING STREET	ENOGGERA	Loading Zone	  -   ALL OTHER TIMES
2189	153.0547022	-27.32814819	DEPOT ROAD	DEAGON	Loading Zone	
2190	153.0296812	-27.54321171	CHROME STREET	SALISBURY	Loading Zone	
2191	153.0058248	-27.47774391	JANE STREET	WEST END	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
2192	152.9557413	-27.41037664	SILVERTOP STREET	KEPERRA	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI
2193	153.0330026	-27.42926593	ROBLANE STREET	WINDSOR	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  4pm MON-FRI 8am -  12noon SAT
2194	152.9196531	-27.56127572	SUMNERS ROAD	MIDDLE PARK	Loading Zone Passengers 2 Min. Max	 8am  -   9am  2 30pm  
2195	152.9745082	-27.60095358	CORSAIR AVENUE	INALA	Loading Zone Passengers 2 Min. Max	
2196	152.9848491	-27.46662871	BOUNDARY ROAD	BARDON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2197	153.0558532	-27.37517266	BILSEN ROAD	GEEBUNG	Loading Zone Passengers 2 Min. Max	
2198	153.0342849	-27.3871389	KINGSMILL STREET	CHERMSIDE	Loading Zone	
2199	153.0084471	-27.46238576	GIVEN TERRACE	PADDINGTON	Loading Zone Passengers 2 Min. Max	 EVENT DAYS ONLY  -  
2200	153.0589239	-27.47287699	WYNNUM ROAD	NORMAN PARK	Loading Zone Passengers 2 Min. Max	
2201	153.015386	-27.53402816	IPSWICH ROAD	MOOROOKA	Loading Zone	
2202	152.9700941	-27.41313158	HAY STREET	MITCHELTON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  3pm SCHOOLDAYS
2203	153.0274233	-27.454434	KENNIGO STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2204	153.0188433	-27.47448867	QPAC CARPARK ACCESS	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
2205	153.0298337	-27.46732241	ELIZABETH STREET	BRISBANE CITY	Loading Zone	
2206	153.0053035	-27.48589859	MITCHELL STREET	WEST END	Loading Zone Passengers 2 Min. Max	 7am -  6 30pm MON-FRI
2207	153.0672955	-27.31729851	BRIGHTON ROAD	SANDGATE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  4pm MON-FRI
2208	153.0490559	-27.46413968	MERTHYR ROAD	NEW FARM	Loading Zone	 5pm -  midnight  midnight -  5am 
2209	153.0124011	-27.50176769	COLLEGE ROAD	ST LUCIA	Loading Zone	
2210	153.0193587	-27.43387495	MACGREGOR STREET	WILSTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am  -   9pm 
2211	153.0704372	-27.43911571	REMORA ROAD	HAMILTON	Loading Zone	
2212	153.0233309	-27.53178855	LYON STREET	MOOROOKA	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI 8am -  12noon SAT
2213	153.0457908	-27.44336336	NEWSTEAD AVENUE	NEWSTEAD	Loading Zone	
2214	152.9264025	-27.4093148	HOGARTH ROAD	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 7 30am -  8 30  2pm -  3pm MON-FRI
2215	152.9912025	-27.42176582	TRUNDLE STREET	ENOGGERA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2216	153.0347535	-27.45718354	WARNER STREET	FORTITUDE VALLEY	Loading Zone	
2217	152.9901875	-27.48664059	JEPHSON STREET	TOOWONG	Loading Zone	 9am -  2 30pm 
2218	153.0381874	-27.45927569	ROBERTSON STREET	FORTITUDE VALLEY	Loading Zone	
2219	152.9615465	-27.61194821	ALPINE PLACE	FOREST LAKE	Loading Zone Passengers 2 Min. Max	  8 00AM -  9 00AM SCHOOL DAYS 2 30PM -  3 30PM
2220	152.9912824	-27.42178874	TRUNDLE STREET	ENOGGERA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2221	153.0294453	-27.43081751	HARRIS LANE	WINDSOR	Loading Zone Passengers 2 Min. Max	
2222	153.0193378	-27.43395982	MACGREGOR STREET	WILSTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am  -   9pm 
2223	153.0675706	-27.32120276	RAINBOW STREET	SANDGATE	Loading Zone	
2224	153.0670224	-27.34586054	ABERDEEN PARADE	BOONDALL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2225	152.9136213	-27.49537524	BOSCOMBE ROAD	BROOKFIELD	Loading Zone Passengers 2 Min. Max	 8 -  9AM 2.30 
2226	152.9640528	-27.52714874	CUBBERLA STREET	FIG TREE POCKET	Loading Zone Passengers 2 Min. Max	 2.30PM -  3.30PM 
2227	153.0299215	-27.45210667	GREGORY TERRACE	BOWEN HILLS	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2228	153.0101381	-27.50152795	SIR WILLIAM MACGREGOR DRIVE	ST LUCIA	Loading Zone Passengers 2 Min. Max	
2229	153.0534943	-27.46802688	LAMINGTON STREET	NEW FARM	Loading Zone Passengers 2 Min. Max	
2230	153.0756171	-27.42882141	HAMPDEN STREET	ASCOT	Loading Zone Passengers 2 Min. Max	
2231	152.9683524	-27.40447072	BLAKER ROAD	MITCHELTON	Loading Zone Passengers 2 Min. Max	
2232	153.0274723	-27.45446895	KENNIGO STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2233	152.9777832	-27.44905705	WATERWORKS ROAD	ASHGROVE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5pm MON-FRI 8am -  12noon SAT
2234	153.030344	-27.45684624	KENNIGO STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	
2235	153.0167661	-27.46615248	ROMA STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
2236	153.0539077	-27.48995024	CLARENCE STREET	COORPAROO	Loading Zone	
2237	153.0252555	-27.47532964	GARDENS POINT ROAD	BRISBANE CITY	Loading Zone	
2238	152.9634603	-27.52737324	CUBBERLA STREET	FIG TREE POCKET	Loading Zone Passengers 2 Min. Max	 2.30PM -  3.30PM 
2239	153.0295085	-27.46762187	ELIZABETH STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2240	153.1726483	-27.44432894	FLORENCE STREET	WYNNUM	Loading Zone Passengers 2 Min. Max	
2241	152.9199351	-27.56130875	SUMNERS ROAD	MIDDLE PARK	Loading Zone Passengers 2 Min. Max	 8am  -   9am 2 30pm  
2242	153.0398848	-27.48642609	WELLINGTON ROAD	EAST BRISBANE	Loading Zone Passengers 2 Min. Max	  2 00PM -  4 00PM
2243	153.0314404	-27.45275621	ANDERSON STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2244	153.0493463	-27.4544275	VERNON TERRACE	TENERIFFE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm 
2245	153.0260434	-27.46018749	ROSA STREET	SPRING HILL	Loading Zone	
2246	152.9813162	-27.5973915	INALA AVENUE	INALA	Loading Zone Passengers 2 Min. Max	  7 00AM -  9 00AM SCHOOLDAYS 2 00PM -  4 00PM
2247	153.034868	-27.47764114	RIVER TERRACE	KANGAROO POINT	Loading Zone Passengers 2 Min. Max	
2248	153.0366859	-27.44811273	LOCAL ROAD	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	 8am -  5pm DAILY
2249	153.011274	-27.47840131	WILSON STREET	WEST END	Loading Zone Passengers 2 Min. Max	
2250	153.0159526	-27.49591006	UNION ROAD	ST LUCIA	Loading Zone	 MON-FRI 7 00AM -  6 00PM
2251	153.0290417	-27.46215841	RAFF STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 7 00AM -  4 00PM
2252	153.0281531	-27.4883421	CROWN STREET	WOOLLOONGABBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  8pm 
2253	153.0370978	-27.47039542	GOODWIN STREET	KANGAROO POINT	Loading Zone	
2254	153.0261489	-27.46621245	ANN STREET	BRISBANE CITY	Loading Zone	 11am -  2pm MON-FRI 7am -  12noon SAT
2255	153.0042548	-27.45287218	ENOGGERA TERRACE	RED HILL	Loading Zone Passengers 2 Min. Max	 6am -  midnight 
2256	153.0307525	-27.4595796	BARRY PARADE	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 8 00AM -  5 30PM SAT 8 00AM -  12 00PM
2257	152.9935403	-27.48539298	BENSON STREET	TOOWONG	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  4pm MON-FRI
2258	153.03933	-27.45482306	WANDOO STREET	FORTITUDE VALLEY	Loading Zone	 MON-FRI 8 00AM -  5 30PM SAT 8 00AM -  12 00PM
2259	153.0129824	-27.48136952	SUSSEX STREET	WEST END	Loading Zone	 8am -  5 30pm MON-FRI
2260	152.980485	-27.52491278	LONG STREET EAST	GRACEVILLE	Loading Zone	 8am -  5 30pm MON-FRI
2261	153.0510432	-27.48136936	OAKLANDS PARADE	EAST BRISBANE	Loading Zone Passengers 2 Min. Max	 7am -  4pm MON-FRI 8 -  11am SAT
2262	153.0410078	-27.44278363	EDMONDSTONE ROAD	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	
2263	153.0360568	-27.47098158	DEAKIN STREET	KANGAROO POINT	Loading Zone Passengers 2 Min. Max	
2264	153.0164812	-27.47702531	CORDELIA STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2265	153.0196099	-27.46748668	HERSCHEL STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2266	152.9873312	-27.4859401	KENSINGTON TERRACE	TOOWONG	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2267	153.0523797	-27.50023195	KIRKLAND AVENUE	COORPAROO	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2268	153.0640322	-27.45898887	ALEXANDRA STREET	BALMORAL	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2269	153.0051594	-27.46135819	GIVEN TERRACE	PADDINGTON	Loading Zone	 9am -  7pm DAILY
2270	152.9730318	-27.55277755	ARDOYNE ROAD	OXLEY	Loading Zone Passengers 2 Min. Max	 MON-FRI 7 00AM -  6 00PM SAT 7 00AM -  12 00PM
2271	152.9972346	-27.44521783	WOODLAND STREET	ASHGROVE	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI
2272	152.9859827	-27.54442242	LYNNE GROVE AVENUE	CORINDA	Loading Zone Passengers 2 Min. Max	 7 30 -  9am  2pm -  4pm SCHOOLDAYS
2273	153.0208401	-27.46389294	WICKHAM TERRACE EXIT	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5pm -  7pm MON-SAT
2274	152.9575205	-27.612946	WOOGAROO STREET	FOREST LAKE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2275	153.0400378	-27.49048178	LOTUS STREET	WOOLLOONGABBA	Loading Zone	 7am -  7pm MON-FRI
2276	153.0367232	-27.48472464	VULTURE STREET	WOOLLOONGABBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2277	153.0268921	-27.46563025	ANN STREET	BRISBANE CITY	Loading Zone	 11am -  2pm MON-FRI 7am -  7pm SAT
2278	153.0354753	-27.40601738	TENTH AVENUE	KEDRON	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
2279	153.0084099	-27.46905488	LITTLE CRIBB STREET	MILTON	Loading Zone	 7am -  6pm MON-FRI 7am -  12noon SAT
2280	153.0317767	-27.45223454	COSTIN STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2281	152.9952514	-27.41772357	SOUTH PINE ROAD	ENOGGERA	Loading Zone	 7am -  5pm MON-FRI
2282	153.0363486	-27.50006218	TOTTENHAM STREET	WOOLLOONGABBA	Loading Zone	
2283	153.0318343	-27.5153991	CHESTER ROAD	ANNERLEY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2284	153.0067001	-27.47736819	MUSGRAVE STREET	WEST END	Loading Zone	 7am -  7pm MON-FRI 7am -  12noon SAT
2285	153.0425525	-27.33230267	AQUATIC CENTRE ACCESS	FITZGIBBON	Loading Zone	
2286	153.0060335	-27.47120346	MCDOUGALL STREET	MILTON	Loading Zone Passengers 2 Min. Max	
2287	153.1764431	-27.44529418	AKONNA STREET	WYNNUM	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2288	153.0181224	-27.38396342	HAMILTON ROAD	CHERMSIDE WEST	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
2289	153.0135398	-27.47465579	MANNING STREET	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI
2290	153.0529565	-27.45050146	OXFORD STREET	BULIMBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2291	153.0274391	-27.49083469	ABINGDON STREET	WOOLLOONGABBA	Loading Zone	 5 30am -  4pm MON-FRI
2292	153.0323413	-27.46187352	DODGE LANE	FORTITUDE VALLEY	Loading Zone	 MON-FRI 6 00AM -  4 00PM SAT 6 00AM -  12 00PM
2293	153.0790961	-27.53784495	LOGAN ROAD	MOUNT GRAVATT	Loading Zone Passengers 2 Min. Max	
2294	152.9938097	-27.44501553	ASHGROVE AVENUE	ASHGROVE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT
2295	153.0299873	-27.51797181	DEVON STREET	ANNERLEY	Loading Zone Passengers 2 Min. Max	 3pm -  7 30pm MON-FRI
2296	153.0847092	-27.4607715	KRUPP ROAD	CANNON HILL	Loading Zone Passengers 2 Min. Max	 8am -  9am  3pm -  4pm MON-FRI
2297	152.9873199	-27.48600381	KENSINGTON TERRACE	TOOWONG	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2298	153.0450932	-27.44610286	AUSTIN STREET	NEWSTEAD	Loading Zone	
2299	152.9459694	-27.43909541	CHAPROWE ROAD	THE GAP	Loading Zone Passengers 2 Min. Max	  7 00AM -  9 00AM SCHOOLDAYS 2 00PM -  4 00PM
2300	152.9750905	-27.58834417	CROCUS STREET	INALA	Loading Zone Passengers 2 Min. Max	
2301	153.0821615	-27.49883913	ABBOTT STREET	CAMP HILL	Loading Zone	
2302	153.0084461	-27.40561801	MARAMBIR STREET	STAFFORD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2303	153.0144669	-27.42889635	PRIMROSE STREET	GRANGE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2304	153.0340334	-27.45491643	ALFRED STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2305	153.0427063	-27.4509852	LONGLAND STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2306	152.9752797	-27.50109248	GROSVENOR ROAD	INDOOROOPILLY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2307	152.9813394	-27.51780819	WARATAH AVENUE	GRACEVILLE	Loading Zone Passengers 2 Min. Max	
2308	153.0303433	-27.46951707	EAGLE STREET	BRISBANE CITY	Loading Zone	
2309	153.0104192	-27.32009347	BALD HILLS ROAD	BALD HILLS	Loading Zone Passengers 2 Min. Max	
2310	152.9598205	-27.62532702	GRAND AVENUE	FOREST LAKE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2311	152.977874	-27.44921466	WATERWORKS ROAD	ASHGROVE	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
2312	153.0281453	-27.46746035	QUEEN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI
2313	153.0267604	-27.46196805	WHARF STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
2314	153.0285837	-27.34740118	CARSELDINE STATION ACCESS	CARSELDINE	Loading Zone Passengers 2 Min. Max	
2315	153.0433537	-27.46490848	BRUNSWICK STREET	NEW FARM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI
2316	153.0486543	-27.50701114	DUNELLAN STREET	GREENSLOPES	Loading Zone Passengers 2 Min. Max	 2 30pm -  3 30pm SCHOOLDAYS
2317	153.0060647	-27.50218656	HAWKEN DRIVE	ST LUCIA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2318	153.0461832	-27.52571369	TOOHEY ROAD	TARRAGINDI	Loading Zone Passengers 2 Min. Max	 7am -  9am  3pm -  4pm SCHOOLDAYS
2319	153.0307548	-27.45970159	BARRY PARADE	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 8 00AM -  5 30PM SAT 8 00AM -  12 00PM
2320	153.0619292	-27.40036332	STATION STREET	NUNDAH	Loading Zone Passengers 2 Min. Max	
2321	153.021612	-27.47881445	GREY STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm 
2322	153.0682958	-27.31845987	BRIGHTON ROAD	SANDGATE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
2323	152.9942887	-27.45848123	LATROBE TERRACE	PADDINGTON	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
2324	153.0261027	-27.46012698	ROSA STREET	SPRING HILL	Loading Zone	
2325	152.9730298	-27.51291881	HALSBURY STREET	CHELMER	Loading Zone Passengers 2 Min. Max	
2326	153.0779878	-27.593231	HILL ROAD	RUNCORN	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2327	152.973228	-27.55271267	ARDOYNE ROAD	OXLEY	Loading Zone Passengers 2 Min. Max	 MON-FRI 7 00AM -  6 00PM SAT 7 00AM -  12 00PM
2328	153.0235084	-27.55060251	FREWIN STREET	SALISBURY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2329	153.0268002	-27.46697071	ADELAIDE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2330	153.0153086	-27.48035898	BESANT STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	  3 00PM -  4 00PM MON-FRI 6 00PM -  7 00PM  8 30AM -  9 30AM SAT 11 00AM -  12 00PM
2331	152.9296363	-27.40278293	FINVOY STREET	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm MON-FRI
2332	153.0063177	-27.43610741	ENOGGERA ROAD	NEWMARKET	Loading Zone	 9am -  4pm DAILY
2333	153.0317855	-27.61457842	ENDIANDRA STREET	ALGESTER	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
2334	152.9762524	-27.41136471	MCCONAGHY STREET	MITCHELTON	Loading Zone Passengers 2 Min. Max	
2335	153.0198172	-27.47974575	MERIVALE STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
2336	153.0229566	-27.46806359	ROMA STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
2337	153.0263329	-27.4715709	CHARLOTTE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5pm -  7pm MON-FRI
2338	153.0545522	-27.48508617	BIRUBI STREET	COORPAROO	Loading Zone Passengers 2 Min. Max	
2339	153.0176299	-27.47170478	STANLEY PLACE	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
2340	153.0325663	-27.46289428	MACROSSAN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2341	153.0223205	-27.4817274	COLCHESTER STREET	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
2342	153.0145417	-27.42800632	THOMAS STREET	GRANGE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2343	153.0688301	-27.31909768	BRIGHTON ROAD	SANDGATE	Loading Zone Passengers 2 Min. Max	
2344	153.0605376	-27.4050197	SANDGATE ROAD	NUNDAH	Loading Zone	 8am -  5 30pm MON-FRI
2345	152.9860746	-27.45808695	MACGREGOR TERRACE	BARDON	Loading Zone	 9am -  2pm MON-SAT
2346	153.0233311	-27.48132267	GREY STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
2347	153.0584727	-27.40357617	BAGE STREET	NUNDAH	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2348	153.0446681	-27.49893791	LOGAN ROAD	STONES CORNER	Loading Zone	
2349	153.0151389	-27.44823534	LESTRANGE TERRACE	KELVIN GROVE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2350	153.0240036	-27.51676105	OAKWOOD STREET	ANNERLEY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2351	153.1227976	-27.54580402	VIVALDI PLACE	MACKENZIE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2352	153.0100956	-27.4607207	MORETON STREET	PADDINGTON	Loading Zone Passengers 2 Min. Max	 8 -  9am  2 30 -  3 30pm SCHOOLDAYS
2353	153.037135	-27.48736787	LOGAN ROAD	WOOLLOONGABBA	Loading Zone Passengers 2 Min. Max	
2354	152.9301472	-27.55594074	HORIZON DRIVE	JAMBOREE HEIGHTS	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2355	153.0350144	-27.45602238	WICKHAM STREET	FORTITUDE VALLEY	Loading Zone	  -   ALL OTHER TIMES
2356	153.0280358	-27.46950055	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
2357	153.0304862	-27.46221652	PERRY LANE	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2358	153.0315792	-27.51535997	CHESTER ROAD	ANNERLEY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2359	153.0234078	-27.46985595	ADELAIDE STREET	BRISBANE CITY	Loading Zone	 12 30pm -  5 30pm SAT-SUN
2360	152.9893903	-27.48157689	SAINT OSYTH STREET	TOOWONG	Loading Zone Passengers 2 Min. Max	 8 -  9 30am  2 30 -  3 30pm SCHOOLDAYS
2361	152.8956405	-27.53262408	GRANDVIEW ROAD	PULLENVALE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2362	153.0272386	-27.46661546	ADELAIDE STREET	BRISBANE CITY	Loading Zone	  -   ALL OTHER TIMES
2363	153.0254296	-27.46485492	WICKHAM TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	
2364	152.9727905	-27.58484493	BERRIGAN STREET	INALA	Loading Zone	
2365	153.0119225	-27.48219685	BOUNDARY STREET	WEST END	Loading Zone Passengers 2 Min. Max	
2366	153.0832013	-27.36694343	SAINT ACHS STREET	NUDGEE	Loading Zone Passengers 2 Min. Max	
2367	153.0799688	-27.43321349	WOONAH AVENUE	EAGLE FARM	Loading Zone	 8am -  5 30pm MON-FRI
2368	153.0269065	-27.46454731	WICKHAM TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	
2369	153.0048501	-27.47156954	PARK ROAD	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  4pm MON-FRI
2370	153.0200731	-27.45920565	GREGORY TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	 7 30 -  9  2 30 -  5pm MON-FRI
2371	153.0380854	-27.4535285	NARDOO STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
2372	153.0258486	-27.46345506	ASTOR TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	
2373	153.043646	-27.43776472	NARIEL STREET	ALBION	Loading Zone	 7am -  5pm MON-FRI
2374	153.0343068	-27.46855023	MACDONALD STREET	KANGAROO POINT	Loading Zone	
2375	153.0611451	-27.5134803	ABBOTSLEIGH STREET	HOLLAND PARK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
2376	153.0434245	-27.30820888	BARFOOT STREET	BRACKEN RIDGE	Loading Zone Passengers 2 Min. Max	  7 30AM -  9 30AM SCHOOL DAYS 2 30PM -  3 30PM
2377	153.0138705	-27.52716078	WILKIE STREET	YEERONGPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm MON-FRI
2378	153.0146936	-27.49625081	CAMPBELL ROAD	ST LUCIA	Loading Zone	 7am -  6pm MON-FRI
2379	152.9762457	-27.50293824	RAILWAY AVENUE	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	
2380	153.0432971	-27.56003214	MIDDLE STREET	COOPERS PLAINS	Loading Zone	 6am -  12noon MON-FRI
